Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
UAT,,,2018-07-25 19:56:09,2018-07-25 19:56:34,24.867s,FAILED
,,,,,,
Test Cases/regression,,,2018-07-25 19:56:11,2018-07-25 19:56:34,23.172s,FAILED
openBrowser,,,2018-07-25 19:56:12,2018-07-25 19:56:34,22.227s,FAILED
