Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
all_envs,Firefox 54.0,,2018-06-20 16:19:21,2018-06-20 16:19:52,30.903s,PASSED
,,,,,,
Test Cases/New Test Case,Firefox 54.0,,2018-06-20 16:19:22,2018-06-20 16:19:51,29.666s,PASSED
openBrowser,Firefox 54.0,,2018-06-20 16:19:23,2018-06-20 16:19:44,21.467s,PASSED
navigateToUrl,Firefox 54.0,,2018-06-20 16:19:44,2018-06-20 16:19:48,4.287s,PASSED
click,Firefox 54.0,,2018-06-20 16:19:48,2018-06-20 16:19:49,0.427s,PASSED
verifyElementPresent,Firefox 54.0,,2018-06-20 16:19:49,2018-06-20 16:19:49,0.089s,PASSED
verifyElementPresent,Firefox 54.0,,2018-06-20 16:19:49,2018-06-20 16:19:49,0.068s,PASSED
verifyElementPresent,Firefox 54.0,,2018-06-20 16:19:49,2018-06-20 16:19:49,0.117s,PASSED
verifyElementPresent,Firefox 54.0,,2018-06-20 16:19:49,2018-06-20 16:19:49,0.059s,PASSED
verifyElementPresent,Firefox 54.0,,2018-06-20 16:19:49,2018-06-20 16:19:49,0.064s,PASSED
verifyElementPresent,Firefox 54.0,,2018-06-20 16:19:49,2018-06-20 16:19:49,0.059s,PASSED
verifyElementPresent,Firefox 54.0,,2018-06-20 16:19:49,2018-06-20 16:19:49,0.060s,PASSED
verifyElementPresent,Firefox 54.0,,2018-06-20 16:19:49,2018-06-20 16:19:50,0.125s,PASSED
verifyElementPresent,Firefox 54.0,,2018-06-20 16:19:50,2018-06-20 16:19:50,0.088s,PASSED
verifyElementPresent,Firefox 54.0,,2018-06-20 16:19:50,2018-06-20 16:19:50,0.062s,PASSED
verifyElementPresent,Firefox 54.0,,2018-06-20 16:19:50,2018-06-20 16:19:50,0.060s,PASSED
verifyElementPresent,Firefox 54.0,,2018-06-20 16:19:50,2018-06-20 16:19:50,0.071s,PASSED
verifyElementPresent,Firefox 54.0,,2018-06-20 16:19:50,2018-06-20 16:19:50,0.064s,PASSED
verifyElementPresent,Firefox 54.0,,2018-06-20 16:19:50,2018-06-20 16:19:50,0.061s,PASSED
verifyElementPresent,Firefox 54.0,,2018-06-20 16:19:50,2018-06-20 16:19:50,0.062s,PASSED
verifyElementPresent,Firefox 54.0,,2018-06-20 16:19:50,2018-06-20 16:19:50,0.056s,PASSED
verifyElementPresent,Firefox 54.0,,2018-06-20 16:19:50,2018-06-20 16:19:50,0.056s,PASSED
verifyElementPresent,Firefox 54.0,,2018-06-20 16:19:50,2018-06-20 16:19:50,0.058s,PASSED
verifyElementPresent,Firefox 54.0,,2018-06-20 16:19:50,2018-06-20 16:19:50,0.057s,PASSED
verifyElementPresent,Firefox 54.0,,2018-06-20 16:19:50,2018-06-20 16:19:50,0.059s,PASSED
verifyElementPresent,Firefox 54.0,,2018-06-20 16:19:50,2018-06-20 16:19:50,0.062s,PASSED
verifyElementPresent,Firefox 54.0,,2018-06-20 16:19:50,2018-06-20 16:19:50,0.065s,PASSED
verifyElementPresent,Firefox 54.0,,2018-06-20 16:19:50,2018-06-20 16:19:50,0.068s,PASSED
verifyElementPresent,Firefox 54.0,,2018-06-20 16:19:50,2018-06-20 16:19:51,0.055s,PASSED
verifyElementPresent,Firefox 54.0,,2018-06-20 16:19:51,2018-06-20 16:19:51,0.062s,PASSED
verifyElementPresent,Firefox 54.0,,2018-06-20 16:19:51,2018-06-20 16:19:51,0.056s,PASSED
verifyElementPresent,Firefox 54.0,,2018-06-20 16:19:51,2018-06-20 16:19:51,0.056s,PASSED
closeBrowser,Firefox 54.0,,2018-06-20 16:19:51,2018-06-20 16:19:51,0.769s,PASSED
